Teks,Bab,Pasal,Ayat,Poin,Penjelasan
"a.1. bantuan atau sumbangan, termasuk zakat yang diterima oleh badan amil zakat atau lembaga amil zakat yang dibentuk atau disahkan oleh pemerintah dan yang diterima oleh penerima zakat yang berhak atau sumbangan keagamaan yang sifatnya wajib bagi pemeluk agama yang diakui di Indonesia, yang diterima oleh lembaga keagamaan yang dibentuk atau disahkan oleh pemerintah dan yang diterima oleh penerima sumbangan yang berhak, yang ketentuannya diatur dengan atau berdasarkan Peraturan Pemerintah; dan 2. harta hibahan yang diterima oleh keluarga sedarah dalam garis keturunan lurus satu derajat, badan keagamaan, badan pendidikan, badan sosial termasuk yayasan, koperasi, atau orang pribadi yang menjalankan usaha mikro dan kecil, yang ketentuannya diatur dengan atau berdasarkan Peraturan Menteri Keuangan, sepanjang tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak-pihak yang bersangkutan; ",II,4,3,a,Bukan
b.warisan; ,II,4,3,b,Bukan
c.harta termasuk setoran tunai yang diterima oleh badan sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf b sebagai pengganti saham atau sebagai pengganti penyertaan modal; ,II,4,3,c,Bukan
"d.penggantian atau imbalan sehubungan dengan pekerjaan atau jasa yang diterima atau diperoleh dalam bentuk natura dan/atau kenikmatan, meliputi: 1. makanan, bahan makanan, bahan minuman, danf atau minuman bagi seluruh pegawai; 2.natura dan/atau kenikmatan yang disediakan di daerah tertentu; 3.natura dan/atau kenikmatan yang harus disediakan oleh pemberi kerja dalam pelaksanaan pekerjaan; 4.natura dan/atau kenikmatan yang bersumber atau dibiayai Anggaran Pendapatan dan Belanja Negara, Anggaran Pendapatan dan Belanja Daerah, dan/atau Anggaran Pendapatan dan Belanja Desa; atau 5.natura dan/atau kenikmatan dengan jenis dan/atau batasan tertentu; ",II,4,3,d,Bukan
"e.pembayaran dari perusahaan asuransi karena kecelakaan, sakit, atau karena meninggalnya orang yang tertanggung, dan pembayaran asuransi beasiswa; ",II,4,3,e,Bukan
"f.dividen atau penghasilan lain dengan ketentuan sebagai berikut: 1. dividen yang berasal dari dalam negeri yang diterima atau diperoleh Wajib Pajak: a)orang pribadi dalam negeri sepanjang dividen tersebut diinvestasikan di wilayah Negara Kesatuan Republik Indonesia dalam jangka waktu tertentu; dan/atau b)badan dalam negeri; 2. dividen yang berasal dari luar negeri dan penghasilan setelah pajak dari suatu bentuk usaha tetap di luar negeri yang diterima atau diperoleh Wajib Pajak badan dalam negeri atau Wajib Pajak orang pribadi dalam negeri, sepanjang diinvestasikan atau digunakan untuk mendukung kegiatan usaha lainnya di wilayah Negara Kesatuan Republik Indonesia dalam jangka waktu tertentu, dan memenuhi persyaratan berikut:TaxBase 6.0 Document - Page : 9a)dividen dan penghasilan setelah pajak yang diinvestasikan tersebut paling sedikit sebesar 30% (tiga puluh persen) dari laba setelah pajak; atau b)dividen yang berasal dari badan usaha di luar negeri yang sahamnya tidak diperdagangkan di bursa efek diinvestasikan di Indonesia sebelum Direktur Jenderal Pajak menerbitkan surat ketetapan pajak atas dividen tersebut sehubungan dengan penerapan Pasal 18 ayat (2) Undang-Undang ini; 3. dividen yang berasal dari luar negeri sebagaimana dimaksud pada angka 2 merupakan: a)dividen yang dibagikan berasal dari badan usaha di luar negeri yang sahamnya diperdagangkan di bursa efek; atau b)dividen yang dibagikan berasal dari badan usaha di luar negeri yang sahamnya tidak diperdagangkan di bursa efek sesuai dengan proporsi kepemilikan saham; 4. dalam hal dividen sebagaimana dimaksud pada angka 3 huruf b) dan penghasilan setelah pajak dari suatu bentuk usaha tetap di luar negeri sebagaimana dimaksud pada angka 2 diinvestasikan di wilayah Negara Kesatuan Republik Indonesia kurang dari 30% (tiga puluh persen) dari jumlah laba setelah pajak sebagaimana dimaksud pada angka 2 huruf a) berlaku ketentuan: a)atas dividen dan penghasilan setelah pajak yang diinvestasikan tersebut, dikecualikan dari pengenaan Pajak Penghasilan; b)atas selisih dari 30% (tiga puluh persen) laba setelah pajak dikurangi dengan dividen dan/atau penghasilan setelah pajak yang diinvestasikan sebagaimana dimaksud pada huruf a) dikenai Pajak Penghasilan; dan c)atas sisa laba setelah pajak dikurangi dengan dividen dan/atau penghasilan setelah pajak yang diinvestasikan sebagaimana dimaksud pada huruf a) serta atas selisih sebagaimana dimaksud pada huruf b), tidak dikenai Pajak Penghasilan; 5. dalam hal dividen sebagaimana dimaksud pada angka 3 huruf b dan penghasilan setelah pajak dari suatu bentuk usaha tetap di luar negeri sebagaimana dimaksud pada angka 2, diinvestasikan di wilayah Negara Kesatuan Republik Indonesia sebesar lebih dari 30% (tiga puluh persen) dari jumlah laba setelah pajak sebagaimana dimaksud pada angka 2 huruf a) berlaku ketentuan: a)atas dividen dan penghasilan setelah pajak yang diinvestasikan tersebut dikecualikan dari pengenaan Pajak Penghasilan; dan b)atas sisa laba setelah pajak dikurangi dengan dividen dan/atau penghasilan setelah pajak yang diinvestasikan sebagaimana dimaksud pada huruf a), tidak dikenai Pajak Penghasilan; 6. dalam hal dividen yang berasal dari badan usaha di luar negeri yang sahamnya tidak diperdagangkan di bursa efek diinvestasikan di Indonesia setelah Direktur Jenderal Pajak menerbitkan surat ketetapan pajak atas dividen tersebut sehubungan dengan penerapan ",II,4,3,f,Bukan
"Pajak Penghasilan sebagaimana dimaksud pada angka 2; 7. pengenaan Pajak Penghasilan atas penghasilan dari luar negeri tidak melalui bentuk usaha tetap yang diterima atau diperoleh Wajib Pajak badan dalam negeri atau Wajib Pajak orang pribadi dalam negeri dikecualikan dari pengenaan Pajak Penghasilan dalam hal penghasilan tersebut diinvestasikan di wilayah Negara Kesatuan Republik Indonesia dalam jangka waktu tertentu dan memenuhi persyaratan berikut: a)penghasilan berasal dari usaha aktif di luar negeri; dan b)bukan penghasilan dari perusahaan yang dimiliki di luar negeri; 8. pajak atas penghasilan yang telah dibayar atau terutang di luar negeri atas penghasilan sebagaimana dimaksud pada angka 2 dan angka 7, berlaku ketentuan: a)tidak dapat diperhitungkan dengan Pajak Penghasilan yang terutang; b)tidak dapat dibebankan sebagai biaya atau pengurang penghasilan; dan/atau c)tidak dapat dimintakan pengembalian kelebihan pembayaran pajak; 9. dalam hal Wajib Pajak tidak menginvestasikan penghasilan dalam jangka waktu tertentu sebagaimana dimaksud pada angka 2 dan angka 7, berlaku ketentuan: a)penghasilan dari luar negeri tersebut merupakan penghasilan pada tahun pajak diperoleh; dan b)Pajak atas penghasilan yang telah dibayar atau terutang di luar negeri atas penghasilan tersebut merupakan kredit pajak sebagaimana dimaksud dalam Pasal 24 Undang-Undang ini; 10.Dihapus; ",II,18,3,f,Bukan
"g.iuran yang diterima atau diperoleh dana pensiun yang pendiriannya telah disahkan Menteri Keuangan, baik yang dibayar oleh pemberi kerja maupun pegawai;TaxBase 6.0 Document - Page : 10h.penghasilan dari modal yang ditanamkan oleh dana pensiun sebagaimana dimaksud pada huruf g, dalam bidang-bidang tertentu; ",II,18,3,g,Bukan
"i.bagian laba atau sisa hasil usaha yang diterima atau diperoleh anggota dari koperasi, perseroan komanditer yang modalnya tidak terbagi atas saham-saham, persekutuan, perkumpulan, firma, dan kongsi, termasuk pemegang unit penyertaan kontrak investasi kolektif; ",II,18,3,i,Bukan
j.dihapus; ,II,18,3,j,Bukan
"k.penghasilan yang diterima atau diperoleh perusahaan modal ventura berupa bagian laba dari badan pasangan usaha yang didirikan dan menjalankan usaha atau kegiatan di Indonesia, dengan syarat badan pasangan usaha tersebut: 1. merupakan perusahaan mikro, kecil, menengah, atau yang menjalankan kegiatan dalam sektor-sektor usaha yang diatur dengan atau berdasarkan Peraturan Menteri Keuangan; dan 2. sahamnya tidak diperdagangkan di bursa efek di Indonesia; ",II,18,3,k,Bukan
l. beasiswa yang memenuhi persyaratan tertentu; ,II,18,3,l,Bukan
"m.sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak dalam bidang pendidikan dan/atau bidang penelitian dan pengembangan, yang telah terdaftar pada instansi yang membidanginya, yang ditanamkan kembali dalam bentuk sarana dan prasarana kegiatan pendidikan dan/atau penelitian dan pengembangan, dalam jangka waktu paling lama 4 (empat) tahun sejak diperolehnya sisa lebih tersebut; ",II,18,3,m,Bukan
"n. bantuan atau santunan yang dibayarkan oleh Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu, yang ketentuannya diatur lebih lanjut dengan atau berdasarkan Peraturan Menteri Keuangan; ",II,18,3,n,Bukan
"o. dana setoran Biaya Penyelenggaraan Ibadah Haji (BPIH) dan/atau BPIH khusus, dan penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu, diterima Badan Pengelola Keuangan Haji (BPKH) yang ketentuannya diatur dengan atau berdasarkan Peraturan Menteri Keuangan; dan ",II,18,3,o,Bukan
"p. sisa lebih yang diterima/diperoleh badan atau lembaga sosial dan keagamaan yang terdaftar pada instansi yang membidanginya, yang ditanamkan kembali dalam bentuk sarana dan prasarana sosial dan keagamaan dalam jangka waktu paling lama 4 (empat) tahun sejak diperolehnya sisa lebih tersebut, atau ditempatkan sebagai dana abadi, yang ketentuannya diatur lebih lanjut dengan atau berdasarkan Peraturan Menteri Keuangan. ",II,18,3,p,Bukan
"Ayat (1) Undang-Undang ini menganut prinsip pemajakan atas penghasilan dalam pengertian yang luas, yaitu bahwa pajak dikenakan atas setiap tambahan kemampuan ekonomis yang diterima atau diperoleh Wajib Pajak dari manapun asalnya yang dapat dipergunakan untuk konsumsi atau menambah kekayaan Wajib Pajak tersebut. Pengertian penghasilan dalam Undang-Undang ini tidak memperhatikan adanya penghasilan dari sumber tertentu, tetapi pada adanya tambahan kemampuan ekonomis. Tambahan kemampuan ekonomis yang diterima atau diperoleh Wajib Pajak merupakan ukuran terbaik mengenai kemampuan Wajib Pajak tersebut untuk ikut bersama-sama memikul biaya yang diperlukan pemerintah untuk kegiatan rutin dan pembangunan. Dilihat dari mengalirnya tambahan kemampuan ekonomis kepada Wajib Pajak, penghasilan dapat dikelompokkan menjadi : ",II,18,3,p,Ya
"i.penghasilan dari pekerjaan dalam hubungan kerja dan pekerjaan bebas seperti gaji, honorarium, penghasilan dari praktek dokter, notaris, aktuaris, akuntan, pengacara, dan sebagainya ; ii.penghasilan dari usaha dan kegiatan; iii.penghasilan dari modal, yang berupa harta gerak ataupun harta tak gerak, seperti bunga, dividen, royalti, sewa, dan keuntungan penjualan harta atau hak yang tidak dipergunakan untuk usaha; dan iv.penghasilan lain-lain, seperti pembebasan utang dan hadiah . Dilihat dari penggunaannya, penghasilan dapat dipakai untuk konsumsi dan dapat pula ditabung untuk menambah kekayaan Wajib Pajak. Karena Undang-Undang ini menganut pengertian penghasilan yang luas maka semua jenis penghasilan yang diterima atau diperoleh dalam suatu tahun pajak digabungkan untuk mendapatkan dasar pengenaan pajak. Dengan demikian, apabila dalam satu tahun pajak suatu usaha atau kegiatanTaxBase 6.0 Document - Page : 11menderita kerugian, kerugian tersebut dikompensasikan dengan penghasilan lainnya (kompensasi horizontal), kecuali kerugian yang diderita di luar negeri. Namun demikian, apabila suatu jenis penghasilan dikenai pajak dengan tarif yang bersifat final atau dikecualikan dari objek pajak, maka penghasilan tersebut tidak boleh digabungkan dengan penghasilan lain yang dikenai tarif umum. Contoh-contoh penghasilan yang disebut dalam ketentuan ini dimaksudkan untuk memperjelas pengertian tentang penghasilan yang luas yang tidak terbatas pada contoh-contoh dimaksud . ",II,18,3,i,Bukan
"Huruf a Semua pembayaran atau imbalan sehubungan dengan pekerjaan, seperti upah, gaji, premi asuransi jiwa, dan asuransi kesehatan yang dibayar oleh pemberi kerja, atau imbalan dalam bentuk lainnya adalah Objek Pajak. Pengertian imbalan dalam bentuk lainnya termasuk imbalan dalam bentuk natura yang pada hakikatnya merupakan penghasilan. Selain itu termasuk dalam pengertian penghasilan meliputi gratifikasi yang merupakan pemberian yang wajar karena layanan dan manfaat yang diterima oleh pemberi gratifikasi sehubungan dengan pelaksanaan pekerjaan atau pemberian jasa. Yang dimaksud dengan ""imbalan dalam bentuk natura"" adalah imbalan dalam bentuk barang selain uang, sedangkan ""imbalan dalam bentuk kenikmatan"" adalah imbalan dalam bentuk hak atas pemanfaatan suatu fasilitas dan/atau pelayanan. ",II,18,3,u,Bukan
"Huruf b Dalam pengertian hadiah termasuk hadiah dari undian, pekerjaan, dan kegiatan seperti hadiah undian tabungan, hadiah dari pertandingan olahraga dan lain sebagainya. Yang dimaksud dengan penghargaan adalah imbalan yang diberikan sehubungan dengan kegiatan tertentu, misalnya imbalan yang diterima sehubungan dengan penemuan benda-benda purbakala. ",II,18,3,u,Bukan
Huruf c Cukup jelas. ,II,18,3,u,Bukan
"Huruf d Apabila Wajib Pajak menjual harta dengan harga yang lebih tinggi dari nilai sisa buku atau lebih tinggi dari harga atau nilai perolehan, selisih harga tersebut merupakan keuntungan. Dalam hal penjualan harta tersebut terjadi antara badan usaha dan pemegang sahamnya, harga jual yang dipakai sebagai dasar untuk penghitungan keuntungan dari penjualan tersebut adalah harga pasar. Misalnya, PT S memiliki sebuah mobil yang digunakan dalam kegiatan usahanya dengan nilai sisa buku sebesar Rp40.000.000,00 (empat puluh juta rupiah). Mobil tersebut dijual dengan harga Rp60.000.000,00 (enam puluh juta rupiah). Dengan demikian, keuntungan PT S yang diperoleh karena penjualan mobil tersebut adalah Rp20.000.000,00 (dua puluh juta rupiah). Apabila mobil tersebut dijual kepada salah seorang pemegang sahamnya dengan harga Rp55.000.000,00 (lima puluh lima juta rupiah), nilai jual mobil tersebut tetap dihitung berdasarkan harga pasar sebesar Rp60.000.000,00 (enam puluh juta rupiah). Selisih sebesar Rp20.000.000,00 (dua puluh juta rupiah) merupakan keuntungan bagi PT S dan bagi pemegang saham yang membeli mobil tersebut selisih sebesar Rp5.000.000,00 (lima juta rupiah) merupakan penghasilan. Apabila suatu badan dilikuidasi, keuntungan dari penjualan harta, yaitu selisih antara harga jual berdasarkan harga pasar dan nilai sisa buku harta tersebut, merupakan objek pajak. Demikian juga selisih lebih antara harga pasar dan nilai sisa buku dalam hal terjadi penggabungan, peleburan, pemekaran, pemecahan, dan pengambilalihan usaha merupakan penghasilan. Dalam hal terjadi pengalihan harta sebagai pengganti saham atau penyertaan modal, keuntungan berupa selisih antara harga pasar dari harta yang diserahkan dan nilai bukunya merupakan penghasilan. Keuntungan berupa selisih antara harga pasar dan nilai perolehan atau nilai sisa buku atas pengalihan harta berupa hibah, bantuan atau sumbangan merupakan penghasilan bagi pihak yang mengalihkan kecuali harta tersebut dihibahkan kepada keluarga sedarah dalam garis keturunan lurus satu derajat. Demikian juga, keuntungan berupa selisih antara harga pasar dan nilai perolehan atau nilai sisa buku atas pengalihan harta berupa bantuan atau sumbangan dan hibah kepada badan keagamaan, badan pendidikan, badan sosial termasuk yayasan, koperasi, atau orang pribadi yang menjalankan usaha mikro dan kecil, yang ketentuannya diatur lebih lanjut dengan PeraturanTaxBase 6.0 Document - Page : 12Menteri Keuangan bukan merupakan penghasilan, sepanjang tidak ada hubungannya dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak-pihak yang bersangkutan. Dalam hal Wajib Pajak pemilik hak penambangan mengalihkan sebagian atau seluruh hak tersebut kepada Wajib Pajak lain, keuntungan yang diperoleh merupakan objek pajak. ",II,18,3,u,Bukan
"Huruf e Pengembalian pajak yang telah dibebankan sebagai biaya pada saat menghitung Penghasilan Kena Pajak merupakan objek pajak. Sebagai contoh, Pajak Bumi dan Bangunan yang sudah dibayar dan dibebankan sebagai biaya, yang karena sesuatu sebab dikembalikan, maka jumlah sebesar pengembalian tersebut merupakan penghasilan . ",II,18,3,u,Bukan
"Huruf f Dalam pengertian bunga termasuk pula premium, diskonto dan imbalan sehubungan dengan jaminan pengembalian utang. Premium terjadi apabila misalnya surat obligasi dijual di atas nilai nominalnya sedangkan diskonto terjadi apabila surat obligasi dibeli di bawah nilai nominalnya. Premium tersebut merupakan penghasilan bagi yang menerbitkan obligasi dan diskonto merupakan penghasilan bagi yang membeli obligasi. ",II,18,3,u,Bukan
"Huruf g Dividen merupakan bagian laba yang diperoleh pemegang saham atau pemegang polis asuransi. Termasuk dalam pengertian dividen adalah : 1)pembagian laba baik secara langsung ataupun tidak langsung, dengan nama dan dalam bentuk apapun; 2)pembayaran kembali karena likuidasi yang melebihi jumlah modal yang disetor; 3)pemberian saham bonus yang dilakukan tanpa penyetoran termasuk saham bonus yang berasal dari kapitalisasi agio saham; 4)pembagian laba dalam bentuk saham; 5)pencatatan tambahan modal yang dilakukan tanpa penyetoran; 6)jumlah yang melebihi jumlah setoran sahamnya yang diterima atau diperoleh pemegang saham karena pembelian kembali saham-saham oleh perseroan yang bersangkutan; 7)pembayaran kembali seluruhnya atau sebagian dari modal yang disetorkan, jika dalam tahun-tahun yang lampau diperoleh keuntungan, kecuali jika pembayaran kembali itu adalah akibat dari pengecilan modal dasar (statuter) yang dilakukan secara sah; 8)pembayaran sehubungan dengan tanda-tanda laba, termasuk yang diterima sebagai penebusan tanda-tanda laba tersebut; 9)bagian laba sehubungan dengan pemilikan obligasi; 10)bagian laba yang diterima oleh pemegang polis; 11)pengeluaran perusahaan untuk keperluan pribadi pemegang saham yang dibebankan sebagai biaya perusahaan. Dalam praktek sering dijumpai pembagian atau pembayaran dividen secara terselubung, misalnya dalam hal pemegang saham yang telah menyetor penuh modalnya dan memberikan pinjaman kepada perseroan dengan imbalan bunga yang melebihi kewajaran. Apabila terjadi hal yang demikian maka selisih lebih antara bunga yang dibayarkan dan tingkat bunga yang berlaku di pasar, diperlakukan sebagai dividen. Bagian bunga yang diperlakukan sebagai dividen tersebut tidak boleh dibebankan sebagai biaya oleh perseroan yang bersangkutan . ",II,18,3,u,Bukan
